895, 0, -20.000000, -20.600000
5893, 5, -19.666667, -21.000000
10141, 10, -20.000000, -21.000000
14902, 15, -20.000000, -20.800000
19559, 20, -20.272727, -21.000000
23686, 25, -20.545455, -21.000000
28342, 30, -20.454545, -21.000000
33422, 35, -19.818182, -20.800000
37965, 40, -19.909091, -20.800000
42480, 45, -20.272727, -21.000000
46871, 50, -20.727273, -21.000000
51535, 55, -20.636364, -21.000000
56119, 60, -20.454545, -20.800000
60891, 65, -20.454545, -21.000000
65180, 70, -20.363636, -21.000000
69934, 75, -20.454545, -21.000000
74906, 80, -20.000000, -21.000000
79679, 85, -20.000000, -21.000000
83951, 90, -20.454545, -21.000000
88635, 95, -20.454545, -21.000000
93382, 100, -20.181818, -20.200000
97728, 105, -20.545455, -21.000000
102638, 110, -20.545455, -21.000000
107066, 115, -20.454545, -20.000000
111508, 120, -20.545455, -21.000000
116298, 125, -20.545455, -20.800000
120694, 130, -20.363636, -21.000000
124786, 135, -20.727273, -20.800000
129575, 140, -20.454545, -19.800000
134080, 145, -20.363636, -21.000000
139455, 150, -20.181818, -21.000000
144102, 155, -20.090909, -20.600000
149272, 160, -20.000000, -21.000000
153628, 165, -20.363636, -20.600000
158278, 170, -20.363636, -21.000000
163568, 175, -19.818182, -21.000000
168323, 180, -19.909091, -20.800000
173154, 185, -20.363636, -21.000000
177903, 190, -20.545455, -20.800000
182688, 195, -20.636364, -20.800000
187353, 200, -20.272727, -21.000000
192234, 205, -20.000000, -20.800000
197321, 210, -19.636364, -20.200000
202221, 215, -19.545455, -21.000000
207551, 220, -19.636364, -21.000000
212994, 225, -19.454545, -21.000000
218033, 230, -19.727273, -14.600000
222908, 235, -20.090909, -17.600000
228220, 240, -20.181818, -19.000000
232865, 245, -20.000000, -20.200000
238061, 250, -19.454545, -17.400000
243107, 255, -19.545455, -19.600000
248432, 260, -19.818182, -19.800000
254069, 265, -19.363636, -16.200000
259575, 270, -19.454545, -15.800000
265415, 275, -19.545455, -17.400000
269984, 280, -20.181818, -18.200000
276083, 285, -20.181818, -16.400000
281727, 290, -19.363636, -14.000000
287857, 295, -18.545455, -16.600000
293564, 300, -18.909091, -18.000000
298906, 305, -19.636364, -19.200000
304847, 310, -19.545455, -15.800000
311026, 315, -18.909091, -18.000000
316656, 320, -19.000000, -17.400000
321577, 325, -20.000000, -14.000000
327131, 330, -20.090909, -18.200000
332846, 335, -19.727273, -20.200000
338046, 340, -19.545455, -19.000000
343395, 345, -19.272727, -14.200000
349041, 350, -19.090909, -11.200000
354911, 355, -18.909091, -17.600000
360855, 360, -19.181818, -15.000000
366149, 365, -19.727273, -15.400000
372220, 370, -19.454545, -19.000000
378347, 375, -19.181818, -18.800000
384133, 380, -19.181818, -8.400000
390805, 385, -18.727273, -12.000000
396913, 390, -18.545455, -18.000000
403112, 395, -19.000000, -17.600000
409299, 400, -19.181818, -12.400000
415873, 405, -19.000000, -14.800000
422447, 410, -18.818182, -11.800000
428759, 415, -18.818182, -6.000000
435777, 420, -18.363636, -15.600000
442262, 425, -18.636364, -13.200000
448155, 430, -19.272727, -14.600000
454356, 435, -19.636364, -19.200000
460624, 440, -19.545455, -18.600000
467391, 445, -19.000000, -16.800000
474871, 450, -18.272727, -9.400000
481587, 455, -18.181818, -13.800000
