879, 0, -21.000000, -21.000000
5936, 5, -19.833333, -21.000000
10381, 10, -20.181818, -20.800000
14814, 15, -20.545455, -21.000000
19205, 20, -20.727273, -21.000000
23727, 25, -20.818182, -21.000000
28162, 30, -20.727273, -20.800000
32822, 35, -20.272727, -20.800000
37478, 40, -20.181818, -20.600000
41668, 45, -20.545455, -20.800000
46369, 50, -20.545455, -21.000000
50963, 55, -20.181818, -21.000000
55603, 60, -20.272727, -21.000000
60302, 65, -20.363636, -21.000000
65511, 70, -19.818182, -20.800000
70149, 75, -20.090909, -20.600000
74718, 80, -20.454545, -21.000000
79701, 85, -20.000000, -21.000000
84510, 90, -19.818182, -21.000000
89182, 95, -19.909091, -21.000000
93450, 100, -20.363636, -20.600000
98060, 105, -20.636364, -21.000000
102883, 110, -20.545455, -21.000000
107247, 115, -20.545455, -20.800000
111945, 120, -20.636364, -21.000000
116976, 125, -20.363636, -21.000000
121483, 130, -20.363636, -20.400000
126124, 135, -20.545455, -20.400000
130735, 140, -20.545455, -21.000000
135415, 145, -20.363636, -21.000000
140148, 150, -20.090909, -21.000000
145040, 155, -20.272727, -19.200000
150538, 160, -19.909091, -19.600000
155471, 165, -19.909091, -20.800000
160343, 170, -20.363636, -19.800000
164751, 175, -20.818182, -20.800000
169755, 180, -20.636364, -19.800000
175007, 185, -20.181818, -20.400000
180333, 190, -19.727273, -20.800000
185416, 195, -19.545455, -20.600000
190153, 200, -19.636364, -19.600000
194916, 205, -20.000000, -20.200000
199398, 210, -20.363636, -20.000000
204719, 215, -20.272727, -19.800000
209954, 220, -20.000000, -20.000000
215580, 225, -19.545455, -21.000000
220368, 230, -19.818182, -20.600000
225354, 235, -20.272727, -20.600000
231085, 240, -19.727273, -20.400000
235848, 245, -19.454545, -19.800000
241181, 250, -19.454545, -20.400000
246713, 255, -19.727273, -21.000000
252167, 260, -19.727273, -20.800000
256910, 265, -19.636364, -18.400000
262324, 270, -19.818182, -20.800000
268006, 275, -19.545455, -20.800000
273518, 280, -19.363636, -21.000000
278862, 285, -19.272727, -20.400000
284370, 290, -19.181818, -21.000000
290487, 295, -19.000000, -20.800000
296335, 300, -19.363636, -20.200000
302359, 305, -19.090909, -20.200000
308161, 310, -19.181818, -20.600000
313668, 315, -19.545455, -20.000000
319734, 320, -19.363636, -19.800000
325367, 325, -19.272727, -19.800000
330765, 330, -19.636364, -21.000000
336694, 335, -19.636364, -18.600000
342400, 340, -19.545455, -19.800000
348511, 345, -19.636364, -21.000000
353880, 350, -19.454545, -18.600000
359541, 355, -19.727273, -18.800000
365691, 360, -19.727273, -19.800000
371726, 365, -19.636364, -21.000000
378223, 370, -19.454545, -20.400000
384821, 375, -18.727273, -19.800000
391521, 380, -18.272727, -20.200000
397901, 385, -18.000000, -18.000000
404356, 390, -18.363636, -18.400000
410761, 395, -18.818182, -19.800000
417776, 400, -18.363636, -19.200000
424790, 405, -18.181818, -20.400000
431944, 410, -18.272727, -19.400000
438479, 415, -18.363636, -19.000000
445591, 420, -18.272727, -17.800000
453531, 425, -18.090909, -18.600000
461800, 430, -17.818182, -18.000000
469403, 435, -18.454545, -18.800000
476636, 440, -18.818182, -17.000000
483822, 445, -18.818182, -18.800000
491352, 450, -19.000000, -20.400000
498967, 455, -19.000000, -18.200000
507254, 460, -18.363636, -20.400000
515026, 465, -18.090909, -19.000000
522742, 470, -18.818182, -15.600000
529953, 475, -18.818182, -17.000000
537870, 480, -18.545455, -19.200000
545358, 485, -18.090909, -18.200000
553502, 490, -17.818182, -17.200000
561545, 495, -17.727273, -18.000000
570152, 500, -18.000000, -17.800000
579224, 505, -17.272727, -18.400000
588023, 510, -17.818182, -19.200000
596409, 515, -18.454545, -18.600000
605583, 520, -17.909091, -12.000000
613461, 525, -18.272727, -19.200000
621966, 530, -18.090909, -17.400000
631367, 535, -17.909091, -13.400000
640045, 540, -18.090909, -19.200000
649394, 545, -17.636364, -19.200000
659828, 550, -17.454545, -18.400000
669564, 555, -17.636364, -19.200000
680346, 560, -17.000000, -16.800000
690409, 565, -16.727273, -16.000000
700371, 570, -17.272727, -18.400000
712871, 575, -16.454545, -19.000000
722677, 580, -16.909091, -18.000000
733187, 585, -17.545455, -15.200000
743691, 590, -18.000000, -18.800000
755615, 595, -17.545455, -14.000000
767015, 600, -16.636364, -14.600000
779294, 605, -16.090909, -17.400000
790424, 610, -16.363636, -17.400000
800606, 615, -17.545455, -16.400000
814054, 620, -16.363636, -15.000000
825807, 625, -15.454545, -11.200000
837101, 630, -16.181818, -15.800000
850589, 635, -16.363636, -9.800000
863059, 640, -15.727273, -19.400000
875721, 645, -15.000000, -16.200000
887336, 650, -15.818182, -12.400000
