866, 0, -21.000000, -21.000000
18969, 20, -20.363636, -21.000000
37105, 40, -20.000000, -21.000000
55709, 60, -20.000000, -21.000000
73659, 80, -20.545455, -21.000000
92399, 100, -20.363636, -21.000000
110981, 120, -20.090909, -20.800000
130155, 140, -20.363636, -20.400000
149123, 160, -20.272727, -20.600000
167777, 180, -20.454545, -21.000000
186825, 200, -20.272727, -20.800000
207739, 220, -19.727273, -20.600000
228509, 240, -19.636364, -19.400000
248824, 260, -20.000000, -10.000000
270147, 280, -20.181818, -21.000000
291953, 300, -19.181818, -19.400000
314798, 320, -19.454545, -19.200000
337321, 340, -19.818182, -13.600000
361577, 360, -18.363636, -6.400000
385694, 380, -19.090909, -11.800000
409012, 400, -20.000000, -14.400000
433644, 420, -18.909091, -14.600000
459196, 440, -18.545455, -17.400000
485793, 460, -18.454545, -9.200000
513215, 480, -19.000000, -18.200000
544703, 500, -16.636364, -14.200000
574895, 520, -18.818182, -7.000000
606685, 540, -18.545455, -5.800000
641261, 560, -17.363636, 3.000000
679348, 580, -17.272727, -11.200000
717486, 600, -16.181818, -6.200000
760414, 620, -15.363636, -11.600000
807049, 640, -15.181818, -10.800000
861704, 660, -12.545455, -13.800000
925580, 680, -11.636364, -11.200000
999359, 700, -6.545455, -8.200000
1083461, 720, -7.090909, 3.800000
1165992, 740, -3.727273, 2.400000
1247741, 760, -0.181818, 4.600000
1318516, 780, 2.272727, 4.200000
1386831, 800, 3.363636, 19.000000
1452067, 820, 8.181818, 17.400000
1512417, 840, 6.272727, 14.000000
1573422, 860, 8.818182, 10.000000
1634606, 880, 9.818182, 11.000000
1695294, 900, 11.727273, 16.800000
1748541, 920, 13.000000, 17.000000
1806842, 940, 9.000000, 14.400000
1860305, 960, 13.000000, 12.600000
1923197, 980, 7.363636, 12.600000
1983947, 1000, 10.090909, 14.800000
2041778, 1020, 10.727273, 18.400000
2094539, 1040, 10.636364, 19.000000
2145641, 1060, 14.090909, 18.800000
2196582, 1080, 14.363636, 18.600000
2244435, 1100, 14.545455, 14.800000
2296178, 1120, 13.909091, 18.000000
2355437, 1140, 12.545455, 18.200000
2411281, 1160, 11.545455, 18.800000
2461999, 1180, 14.000000, 19.400000
2517609, 1200, 12.000000, 18.000000
2573120, 1220, 12.000000, 12.800000
2628646, 1240, 14.000000, 17.400000
2682476, 1260, 13.545455, 17.600000
2738016, 1280, 11.818182, 7.800000
2789631, 1300, 14.090909, 18.400000
2840127, 1320, 12.181818, 20.000000
2889123, 1340, 14.363636, 6.800000
2939111, 1360, 14.000000, 19.000000
2992733, 1380, 12.636364, 18.000000
3046763, 1400, 13.181818, 17.400000
3097426, 1420, 13.818182, 16.800000
3149026, 1440, 12.909091, 19.200000
3197335, 1460, 15.181818, 19.000000
3242977, 1480, 16.272727, 18.800000
